Wall time,Step,Value
1739016330.0635886,12,0.7410968542098999
1739016331.2834384,1548,0.7337941527366638
1739016332.3261166,3084,0.7229205965995789
1739016333.2574334,4620,0.7297807931900024
1739016334.2190478,6156,0.7137746214866638
1739016335.1260343,7692,0.6864829659461975
1739016335.9775681,9228,0.6536521911621094
1739016336.865684,10764,0.6734969019889832
1739016337.6909785,12300,0.645875871181488
1739016338.5169885,13836,0.6204790472984314
1739016339.3314116,15372,0.6305447816848755
1739016340.1372638,16908,0.6017777919769287
1739016341.0089626,18444,0.6020643711090088
1739016341.8306007,19980,0.5755133032798767
1739016342.636058,21516,0.5578641891479492
1739016343.4665098,23052,0.5313853025436401
1739016344.2946491,24588,0.5071505904197693
1739016345.1148403,26124,0.5293329358100891
1739016345.9232066,27660,0.5192651748657227
1739016346.738494,29196,0.4855581223964691
1739016347.5758445,30732,0.464884489774704
1739016348.4160228,32268,0.4592491686344147
1739016349.2348666,33804,0.46392831206321716
1739016350.1276,35340,0.4468387961387634
1739016350.9830415,36876,0.4277230501174927
1739016351.8381534,38412,0.4026239514350891
1739016352.672626,39948,0.39091745018959045
1739016353.4832225,41484,0.39059486985206604
1739016354.294755,43020,0.3797159790992737
1739016355.098609,44556,0.3880345821380615
1739016355.8975916,46092,0.3606712222099304
1739016356.7619722,47628,0.37414273619651794
1739016357.5721865,49164,0.35242384672164917
1739016358.380741,50700,0.34278616309165955
1739016359.2192225,52236,0.351801335811615
1739016360.131652,53772,0.3330951929092407
1739016361.0201359,55308,0.33281928300857544
1739016361.8160489,56844,0.33082255721092224
1739016362.607915,58380,0.31846514344215393
1739016363.411954,59916,0.32180485129356384
1739016364.2248743,61452,0.30539894104003906
1739016365.023554,62988,0.31418362259864807
1739016365.8377209,64524,0.3011467456817627
1739016366.6432886,66060,0.2906317412853241
1739016367.4879184,67596,0.286062091588974
1739016368.3007045,69132,0.2761131227016449
1739016369.1090178,70668,0.27494409680366516
1739016369.9421017,72204,0.27251559495925903
1739016370.767016,73740,0.27791303396224976
1739016371.5863333,75276,0.2581996023654938
1739016372.4050689,76812,0.26696789264678955
1739016373.2180467,78348,0.2440059930086136
1739016374.0273926,79884,0.24352778494358063
1739016374.8248954,81420,0.23590873181819916
1739016375.6224935,82956,0.24151654541492462
1739016376.4224486,84492,0.2269960343837738
1739016377.2188914,86028,0.22330261766910553
1739016378.0147464,87564,0.2172725349664688
1739016378.8232586,89100,0.22545532882213593
1739016379.631761,90636,0.21233460307121277
1739016380.4489412,92172,0.21272173523902893
1739016381.2672446,93708,0.19356468319892883
1739016382.0747588,95244,0.1864623725414276
1739016382.90769,96780,0.18086405098438263
1739016383.7966113,98316,0.17266681790351868
1739016384.6476915,99852,0.17823131382465363
1739016385.4678369,101388,0.17467950284481049
1739016386.2833107,102924,0.1637735366821289
1739016387.087096,104460,0.16930288076400757
1739016387.892396,105996,0.16929404437541962
1739016388.7263236,107532,0.170839324593544
1739016389.6003811,109068,0.16885539889335632
1739016390.4094303,110604,0.16787579655647278
1739016391.2461557,112140,0.15358756482601166
1739016392.0924387,113676,0.15531793236732483
1739016393.0118198,115212,0.16078563034534454
1739016393.902706,116748,0.15509720146656036
1739016394.7364345,118284,0.14135976135730743
1739016395.5999732,119820,0.13876374065876007
1739016396.4247448,121356,0.14696408808231354
1739016397.2866583,122892,0.13982674479484558
